timestamp,state,target_x,target_y,confidence,distance_mm,yaw_cmd,pitch_cmd,vx_cmd,battery_v,fired
1782041813.3325255,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041814.8370132,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041816.33425,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041817.8368392,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041819.3342628,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041820.8342772,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041822.3340766,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041823.8354402,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041825.3345902,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041826.8422596,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041828.3273351,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041829.836228,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041831.334481,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041832.83723,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041834.3359618,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041835.8352327,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041837.3361948,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041838.836057,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041840.3351862,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041841.8362474,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041843.3361855,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041844.8348944,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041846.3341722,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041847.836258,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041849.3364851,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041850.8368745,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041852.3357153,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041853.8442447,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041855.3306754,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041856.8379526,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041858.3418605,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041859.8352623,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041861.326343,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041862.8372629,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041864.3466744,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041865.8372333,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041867.3298573,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041868.8422582,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041870.3403606,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041871.831566,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041873.3312516,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041874.850392,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041876.3371117,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041877.8282757,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041879.3294845,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041880.8559484,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041882.34543,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041883.831416,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041885.3257995,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041886.846066,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041888.349995,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041889.8372378,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041891.3297954,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041892.8448517,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041894.3516145,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041895.8402593,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041897.3332422,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041898.8462288,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041900.34315,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041901.8370628,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041903.339847,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041904.8501015,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041906.336551,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041907.8440254,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041909.3490744,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041911.336763,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041912.8440614,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041914.3502216,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041915.8412285,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041917.3323915,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041918.845244,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041920.356019,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041922.3337505,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041923.8324409,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041925.3393254,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041926.8592494,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041928.3410804,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041929.8378768,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041931.343841,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041932.8540761,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041934.3374102,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041935.841283,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041937.3537035,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041938.8535047,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041940.33251,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041941.8372505,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041943.351167,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041944.8561811,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041946.334849,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041947.837263,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041949.3508286,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041950.8551872,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041952.3369985,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041953.8462403,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041955.3477504,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041956.8433824,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041958.3503854,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041959.847824,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041961.3490365,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041962.8460991,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041964.3510015,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041965.8530595,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041967.3377054,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041968.844035,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041970.3608124,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041971.8669305,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041973.337452,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041974.8334455,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041976.3413634,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041977.8652308,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041979.3521445,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041980.8525765,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041982.3355002,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041983.8442872,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041985.3662121,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782041986.866186,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
