timestamp,state,target_x,target_y,confidence,distance_mm,yaw_cmd,pitch_cmd,vx_cmd,battery_v,fired
1782040805.3027272,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040806.3037636,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040807.803236,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040808.8051069,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040810.303412,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040811.8029158,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040813.3032935,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040814.8022301,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040815.8068037,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040817.2955995,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040818.2968512,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040819.3008094,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040820.309828,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040821.8052344,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040823.2922325,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040824.2937055,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040825.301813,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040826.3135786,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040827.8053074,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040829.299452,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040830.302786,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040831.3073134,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040832.7987437,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040834.2992291,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040835.3092263,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040836.3133235,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040837.8032496,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040839.2988036,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040840.3037887,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040841.313355,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040842.8072479,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040844.2974524,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040845.3033564,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040846.3118098,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040847.3146493,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040848.8042004,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040850.2988355,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040851.3042512,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040852.3140416,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040853.805009,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040855.3018064,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782040856.3082333,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
