timestamp,state,target_x,target_y,confidence,distance_mm,yaw_cmd,pitch_cmd,vx_cmd,battery_v,fired
1782039898.503779,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039899.9757822,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039901.171882,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039902.2826123,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039903.284204,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039904.3097682,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039905.3402207,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039906.3617961,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039907.373852,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039908.8681629,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039910.3250248,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039911.810212,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039913.3048146,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039914.3097954,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039915.3247545,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039916.3457813,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039917.3572242,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039918.851262,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039920.3233972,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039921.324864,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039922.326295,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039923.334244,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039924.3478034,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039925.8402214,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039927.330982,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039928.3324869,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039929.3438337,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039930.845016,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039932.3288288,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039933.3303678,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039934.3362417,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039935.3479645,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039936.845926,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039938.3357174,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039939.336822,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039940.3408234,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039941.8382444,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039943.3382888,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039944.3438008,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039945.8383005,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039947.3379233,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039948.339522,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039949.340843,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039950.3430061,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039951.8382258,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039952.8398492,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039953.8432715,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039955.3409395,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039956.8402355,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039957.8431246,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039959.3402236,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039960.8401475,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039961.842295,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039963.3405764,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039964.3414755,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039965.841125,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039967.3393924,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039968.3429556,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039969.8368442,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039970.8372383,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039971.8465247,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039972.8477492,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039974.338502,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039975.3394988,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039976.3405886,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039977.3417912,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039978.3448484,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039979.8372278,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039981.3327892,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039982.3392584,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
1782039983.3508315,SCANNING,-1,-1,0.0,10000,0.0,0.0,0.0,99.0,False
